12	1.69048e-27
14	8.52093e-32
16	2.40919e-33
18	1.60764e-34
20	2.27843e-35
22	5.80221e-36
24	2.08738e-36
26	9.55244e-37
28	5.21843e-37
30	3.22837e-37
35	1.35989e-37
40	7.79451e-38
50	4.03545e-38
60	2.84693e-38
70	2.32177e-38
80	2.07301e-38
90	1.93481e-38
100	1.85189e-38
110	1.82425e-38
120	1.81043e-38
130	1.81043e-38
140	1.82425e-38
150	1.85189e-38
160	1.89335e-38
170	1.92099e-38
180	1.96245e-38
190	2.01773e-38
200	2.05919e-38
300	2.59817e-38
400	3.17861e-38
500	3.7867e-38
600	4.39477e-38
700	5.03051e-38
800	5.63859e-38
900	6.24668e-38
1000	6.91004e-38
2000	1.31567e-37
3000	1.94586e-37
4000	2.565e-37
5000	3.20625e-37
6000	3.82539e-37
7000	4.46665e-37
8000	5.08579e-37
9000	5.70492e-37
10000	6.36828e-37
