10	1.67683e-29
12	4.6836e-31
14	1.08261e-35
16	1.58101e-37
18	1.53403e-38
20	2.26303e-39
22	5.78715e-40
24	2.18098e-40
26	1.0419e-40
28	5.83033e-41
30	3.67095e-41
35	1.60604e-41
40	9.31235e-42
50	4.85861e-42
60	3.44152e-42
70	2.83419e-42
80	2.53053e-42
90	2.36183e-42
100	2.29435e-42
110	2.24374e-42
120	2.24374e-42
130	2.2606e-42
140	2.27747e-42
150	2.31122e-42
160	2.36183e-42
170	2.41244e-42
180	2.46305e-42
190	2.53053e-42
200	2.58114e-42
300	3.27282e-42
400	4.04883e-42
500	4.82488e-42
600	5.6009e-42
700	6.41068e-42
800	7.22042e-42
900	8.0302e-42
1000	8.83999e-42
2000	1.68702e-41
3000	2.49679e-41
4000	3.29306e-41
5000	4.10282e-41
6000	4.9126e-41
7000	5.72238e-41
8000	6.53213e-41
9000	7.34191e-41
10000	8.15169e-41
