14	9.20028e-30
16	2.64323e-31
18	1.78244e-32
20	2.5541e-33
22	6.5664e-34
24	2.37749e-34
26	1.09817e-34
28	6.00032e-35
30	3.73606e-35
35	1.59915e-35
40	9.19864e-36
50	4.84698e-36
60	3.41411e-36
70	2.79497e-36
80	2.49424e-36
90	2.33504e-36
100	2.24659e-36
110	2.21121e-36
120	2.19352e-36
130	2.21121e-36
140	2.2289e-36
150	2.26428e-36
160	2.29966e-36
170	2.35273e-36
180	2.40579e-36
190	2.45887e-36
200	2.51193e-36
300	3.18414e-36
400	3.89171e-36
500	4.6347e-36
600	5.37765e-36
700	6.156e-36
800	6.93435e-36
900	7.6773e-36
1000	8.42029e-36
2000	1.6133e-35
3000	2.37749e-35
4000	3.16999e-35
5000	3.93419e-35
6000	4.69838e-35
7000	5.49089e-35
8000	6.22676e-35
9000	7.01927e-35
10000	7.81174e-35
