14	3.45693e-27
16	7.95381e-29
18	5.0824e-30
20	6.44577e-31
22	1.55348e-31
24	5.30386e-32
26	2.33311e-32
28	1.23177e-32
30	7.46304e-33
35	3.00696e-33
40	1.66651e-33
50	8.24198e-34
60	5.61541e-34
70	4.52854e-34
80	3.98511e-34
90	3.71342e-34
100	3.53228e-34
110	3.46434e-34
120	3.41906e-34
130	3.4417e-34
140	3.4417e-34
150	3.48699e-34
160	3.55492e-34
170	3.62285e-34
180	3.69077e-34
190	3.7587e-34
200	3.84927e-34
300	4.80026e-34
400	5.88713e-34
500	7.01927e-34
600	8.15142e-34
700	9.23824e-34
800	1.04157e-33
900	1.15931e-33
1000	1.268e-33
2000	2.42731e-33
3000	3.58662e-33
4000	4.74592e-33
5000	5.90525e-33
6000	7.02834e-33
7000	8.18763e-33
8000	9.34693e-33
9000	1.05063e-32
10000	1.16656e-32
