12	2.65918e-28
14	1.22887e-31
16	6.88339e-34
18	5.71729e-35
20	3.2549e-36
22	8.40259e-37
24	2.06748e-37
26	1.0061e-37
28	5.05813e-38
30	3.39974e-38
35	1.87953e-38
40	1.21617e-38
50	1.09178e-38
60	1.20234e-38
70	1.29908e-38
80	1.382e-38
90	1.45111e-38
100	1.53403e-38
110	1.61695e-38
120	1.68605e-38
130	1.76897e-38
140	1.85189e-38
150	1.93481e-38
160	2.01773e-38
170	2.10065e-38
180	2.18357e-38
190	2.26649e-38
200	2.34941e-38
300	3.23389e-38
400	4.09072e-38
500	4.97523e-38
600	5.8597e-38
700	6.74417e-38
800	7.62868e-38
900	8.51315e-38
1000	9.39766e-38
2000	1.8353e-37
3000	2.7419e-37
4000	3.62638e-37
5000	4.51088e-37
6000	5.39535e-37
7000	6.32405e-37
8000	7.20856e-37
9000	8.09303e-37
10000	9.02173e-37
