10	2.46924e-27
12	3.24607e-30
14	1.41291e-33
16	7.78346e-36
18	6.14717e-37
20	3.48265e-38
22	8.63755e-39
24	2.07301e-39
26	9.7604e-40
28	4.79384e-40
30	3.1527e-40
35	1.66273e-40
40	9.82521e-41
50	8.63755e-41
60	9.55528e-41
70	1.02571e-40
80	1.09589e-40
90	1.15527e-40
100	1.22005e-40
110	1.28483e-40
120	1.34962e-40
130	1.4144e-40
140	1.46838e-40
150	1.54396e-40
160	1.60874e-40
170	1.67352e-40
180	1.7383e-40
190	1.80309e-40
200	1.87866e-40
300	2.56967e-40
400	3.26067e-40
500	3.97328e-40
600	4.66427e-40
700	5.35529e-40
800	6.04627e-40
900	6.78046e-40
1000	7.47148e-40
2000	1.45111e-39
3000	2.15939e-39
4000	2.86766e-39
5000	3.59322e-39
6000	4.28421e-39
7000	5.00978e-39
8000	5.70076e-39
9000	6.42632e-39
10000	7.11734e-39
