10	2.40557e-32
12	6.79283e-34
14	2.29413e-38
16	4.31876e-40
18	4.56169e-41
20	7.35541e-42
22	2.04129e-42
24	8.05553e-43
26	3.96449e-43
28	2.26693e-43
30	1.44451e-43
35	6.2736e-44
40	3.58492e-44
50	1.75292e-44
60	1.15324e-44
70	8.83049e-45
80	7.44659e-45
90	6.65583e-45
100	6.12862e-45
110	5.86503e-45
120	5.66734e-45
130	5.53555e-45
140	5.46961e-45
150	5.46961e-45
160	5.46961e-45
170	5.5026e-45
180	5.53555e-45
190	5.60144e-45
200	5.70029e-45
300	6.75467e-45
400	8.0397e-45
500	9.42356e-45
600	1.08075e-44
700	1.22572e-44
800	1.3707e-44
900	1.51568e-44
1000	1.66066e-44
2000	3.11044e-44
3000	4.58658e-44
4000	6.06272e-44
5000	7.53886e-44
6000	9.015e-44
7000	1.04384e-43
8000	1.19146e-43
9000	1.33907e-43
10000	1.48668e-43
