10	2.35572e-30
12	6.78198e-32
14	2.15814e-36
16	3.86962e-38
18	4.18058e-39
20	6.65089e-40
22	1.83548e-40
24	7.28791e-41
26	3.61697e-41
28	2.0919e-41
30	1.34962e-41
35	6.14075e-42
40	3.6777e-42
50	1.97381e-42
60	1.40022e-42
70	1.12187e-42
80	9.70034e-43
90	8.77249e-43
100	8.26641e-43
110	7.88682e-43
120	7.67594e-43
130	7.50723e-43
140	7.4229e-43
150	7.4229e-43
160	7.46507e-43
170	7.50723e-43
180	7.59157e-43
190	7.67594e-43
200	7.76028e-43
300	9.19425e-43
400	1.09656e-42
500	1.29057e-42
600	1.48458e-42
700	1.68702e-42
800	1.88946e-42
900	2.0919e-42
1000	2.31122e-42
2000	4.38625e-42
3000	6.47813e-42
4000	8.50257e-42
5000	1.06619e-41
6000	1.26864e-41
7000	1.48458e-41
8000	1.68702e-41
9000	1.88946e-41
10000	2.1054e-41
