10	5.85021e-27
12	1.63825e-28
14	3.76776e-33
16	5.88713e-35
18	5.66069e-36
20	8.26991e-37
22	2.1891e-37
24	8.18149e-38
26	3.89727e-38
28	2.18357e-38
30	1.36819e-38
35	5.83897e-39
40	3.31681e-39
50	1.64113e-39
60	1.1056e-39
70	8.72391e-40
80	7.42827e-40
90	6.69411e-40
100	6.2622e-40
110	5.95991e-40
120	5.78715e-40
130	5.70076e-40
140	5.6144e-40
150	5.6144e-40
160	5.6144e-40
170	5.65758e-40
180	5.70076e-40
190	5.74397e-40
200	5.78715e-40
300	6.78046e-40
400	7.98971e-40
500	9.28535e-40
600	1.06242e-39
700	1.19198e-39
800	1.33018e-39
900	1.46838e-39
1000	1.60658e-39
2000	2.98859e-39
3000	4.38788e-39
4000	5.76988e-39
5000	7.18642e-39
6000	8.56843e-39
7000	9.95043e-39
8000	1.13325e-38
9000	1.27145e-38
10000	1.40965e-38
