14	1.13965e-26
16	2.65918e-28
18	1.67683e-29
20	2.13313e-30
22	5.10096e-31
24	1.73897e-31
26	7.65144e-32
28	3.99962e-32
30	2.40557e-32
35	9.5643e-33
40	5.18066e-33
50	2.46353e-33
60	1.63028e-33
70	1.27705e-33
80	1.09591e-33
90	9.87224e-34
100	9.32884e-34
110	8.87597e-34
120	8.69481e-34
130	8.60425e-34
140	8.51369e-34
150	8.51369e-34
160	8.60425e-34
170	8.64953e-34
180	8.74013e-34
190	8.87597e-34
200	8.96653e-34
300	1.06874e-33
400	1.27705e-33
500	1.49443e-33
600	1.72085e-33
700	1.93822e-33
800	2.17371e-33
900	2.39108e-33
1000	2.62656e-33
2000	4.92707e-33
3000	7.24571e-33
4000	9.49187e-33
5000	1.18105e-32
6000	1.41291e-32
7000	1.63753e-32
8000	1.86939e-32
9000	2.10125e-32
10000	2.33311e-32
