10	1.18524e-26
12	3.32397e-28
14	7.46304e-33
16	1.05289e-34
18	1.03308e-35
20	1.47709e-36
22	3.75905e-37
24	1.382e-37
26	6.52306e-38
28	3.59322e-38
30	2.21121e-38
35	9.05215e-39
40	4.94069e-39
50	2.29759e-39
60	1.46838e-39
70	1.1056e-39
80	9.15578e-40
90	8.11929e-40
100	7.42827e-40
110	6.9964e-40
120	6.73729e-40
130	6.56453e-40
140	6.47813e-40
150	6.43495e-40
160	6.39178e-40
170	6.43495e-40
180	6.47813e-40
190	6.52135e-40
200	6.60771e-40
300	7.7306e-40
400	9.15578e-40
500	1.07105e-39
600	1.22653e-39
700	1.382e-39
800	1.54612e-39
900	1.71023e-39
1000	1.86571e-39
2000	3.48956e-39
3000	5.14799e-39
4000	6.77183e-39
5000	8.43025e-39
6000	1.00886e-38
7000	1.17471e-38
8000	1.34054e-38
9000	1.50639e-38
10000	1.65841e-38
