14	1.10926e-26
16	2.54047e-28
18	1.63231e-29
20	2.07749e-30
22	4.96185e-31
24	1.69259e-31
26	7.41959e-32
28	3.88369e-32
30	2.31862e-32
35	9.12956e-33
40	4.92707e-33
50	2.28239e-33
60	1.47631e-33
70	1.12308e-33
80	9.46468e-34
90	8.42309e-34
100	7.7891e-34
110	7.38155e-34
120	7.15511e-34
130	6.97399e-34
140	6.88339e-34
150	6.88339e-34
160	6.88339e-34
170	6.92867e-34
180	6.97399e-34
190	7.06455e-34
200	7.15511e-34
300	8.42309e-34
400	9.96283e-34
500	1.15931e-33
600	1.3314e-33
700	1.50348e-33
800	1.68462e-33
900	1.85671e-33
1000	2.02879e-33
2000	3.80399e-33
3000	5.57919e-33
4000	7.39061e-33
5000	9.12956e-33
6000	1.0941e-32
7000	1.27524e-32
8000	1.44914e-32
9000	1.63028e-32
10000	1.81142e-32
