14	2.96783e-29
16	8.43978e-31
18	5.73857e-32
20	8.18763e-33
22	2.10125e-33
24	7.60798e-34
26	3.48699e-34
28	1.89067e-34
30	1.1661e-34
35	4.81158e-35
40	2.68883e-35
50	1.31611e-35
60	8.70333e-36
70	6.79283e-36
80	5.76685e-36
90	5.16538e-36
100	4.81158e-36
110	4.5993e-36
120	4.45778e-36
130	4.38703e-36
140	4.35167e-36
150	4.35167e-36
160	4.35167e-36
170	4.38703e-36
180	4.42242e-36
190	4.49318e-36
200	4.52854e-36
300	5.41305e-36
400	6.43904e-36
500	7.53579e-36
600	8.63257e-36
700	9.76472e-36
800	1.08968e-35
900	1.20997e-35
1000	1.32319e-35
2000	2.4907e-35
3000	3.65115e-35
4000	4.81158e-35
5000	6.00032e-35
6000	7.13247e-35
7000	8.32122e-35
8000	9.50996e-35
9000	1.06421e-34
10000	1.18309e-34
