10	2.39326e-27
12	6.58861e-29
14	1.63028e-33
16	2.4341e-35
18	2.33504e-36
20	3.33893e-37
22	7.84979e-38
24	2.55671e-38
26	1.03651e-38
28	4.76793e-39
30	2.48761e-39
35	7.86017e-40
40	3.97328e-40
50	2.06221e-40
60	1.42519e-40
70	1.29563e-40
80	1.33882e-40
90	1.4036e-40
100	1.48998e-40
110	1.57635e-40
120	1.65193e-40
130	1.7383e-40
140	1.81388e-40
150	1.90026e-40
160	1.98663e-40
170	2.07301e-40
180	2.15939e-40
190	2.24576e-40
200	2.33213e-40
300	3.19589e-40
400	4.10282e-40
500	4.9666e-40
600	5.87351e-40
700	6.78046e-40
800	7.68742e-40
900	8.55115e-40
1000	9.41493e-40
2000	1.84843e-39
3000	2.72946e-39
4000	3.62776e-39
5000	4.52605e-39
6000	5.42437e-39
7000	6.35723e-39
8000	7.25551e-39
9000	8.15383e-39
10000	9.05215e-39
