10	7.97606e-31
12	2.23167e-32
14	7.78346e-37
16	1.50639e-38
18	1.57203e-39
20	2.59126e-40
22	7.28791e-41
24	2.91517e-41
26	1.45758e-41
28	8.50257e-42
30	5.53341e-42
35	2.58114e-42
40	1.56893e-42
50	8.77249e-43
60	6.41068e-43
70	5.39846e-43
80	4.89234e-43
90	4.59712e-43
100	4.49171e-43
110	4.4495e-43
120	4.47058e-43
130	4.51279e-43
140	4.55496e-43
150	4.63929e-43
160	4.76583e-43
170	4.85017e-43
180	4.97671e-43
190	5.10321e-43
200	5.22975e-43
300	6.70589e-43
400	8.26641e-43
500	9.86905e-43
600	1.15561e-42
700	1.31587e-42
800	1.48458e-42
900	1.65328e-42
1000	1.82198e-42
2000	3.47526e-42
3000	5.16226e-42
4000	6.81555e-42
5000	8.50257e-42
6000	1.01896e-41
7000	1.18766e-41
8000	1.34962e-41
9000	1.52507e-41
10000	1.68702e-41
