10	1.76646e-27
12	4.92661e-29
14	1.16837e-33
16	1.75481e-35
18	1.69821e-36
20	2.54289e-37
22	6.63362e-38
24	2.51525e-38
26	1.20234e-38
28	6.80637e-39
30	4.31876e-39
35	1.90026e-39
40	1.1056e-39
50	5.87351e-40
60	4.18922e-40
70	3.45501e-40
80	3.08792e-40
90	2.89357e-40
100	2.8072e-40
110	2.76401e-40
120	2.76401e-40
130	2.76401e-40
140	2.8072e-40
150	2.85039e-40
160	2.91517e-40
170	2.97995e-40
180	3.04473e-40
190	3.10951e-40
200	3.19589e-40
300	4.05964e-40
400	5.00978e-40
500	5.95991e-40
600	6.91004e-40
700	7.94653e-40
800	8.89666e-40
900	9.93315e-40
1000	1.08833e-39
2000	2.09028e-39
3000	3.07496e-39
4000	4.07691e-39
5000	5.07886e-39
6000	6.08081e-39
7000	7.11734e-39
8000	8.08474e-39
9000	9.12123e-39
10000	1.00886e-38
