10	5.57954e-29
12	1.55811e-30
14	3.50963e-35
16	5.35112e-37
18	5.08579e-38
20	7.32464e-39
22	1.91753e-39
24	7.16915e-40
26	3.36864e-40
28	1.87866e-40
30	1.16607e-40
35	4.9396e-41
40	2.78021e-41
50	1.36311e-41
60	9.17737e-42
70	7.15297e-42
80	6.10699e-42
90	5.49968e-42
100	5.12854e-42
110	4.89234e-42
120	4.72367e-42
130	4.65617e-42
140	4.58868e-42
150	4.58868e-42
160	4.58868e-42
170	4.62245e-42
180	4.65617e-42
190	4.6899e-42
200	4.72367e-42
300	5.53341e-42
400	6.5119e-42
500	7.55784e-42
600	8.63755e-42
700	9.71722e-42
800	1.07969e-41
900	1.19441e-41
1000	1.30913e-41
2000	2.4293e-41
3000	3.56298e-41
4000	4.69667e-41
5000	5.83033e-41
6000	6.96399e-41
7000	8.0977e-41
8000	9.17737e-41
9000	1.03651e-40
10000	1.14447e-40
