10	5.73623e-27
12	1.59076e-28
14	3.55039e-33
16	5.32105e-35
18	5.02386e-36
20	7.25275e-37
22	1.87953e-37
24	6.96532e-38
26	3.26153e-38
28	1.82425e-38
30	1.13325e-38
35	4.73335e-39
40	2.66036e-39
50	1.29563e-39
60	8.63755e-40
70	6.73729e-40
80	5.74397e-40
90	5.18253e-40
100	4.83702e-40
110	4.62109e-40
120	4.44833e-40
130	4.36197e-40
140	4.31876e-40
150	4.31876e-40
160	4.31876e-40
170	4.31876e-40
180	4.36197e-40
190	4.40515e-40
200	4.44833e-40
300	5.18253e-40
400	6.13266e-40
500	7.0828e-40
600	8.11929e-40
700	9.15578e-40
800	1.01923e-39
900	1.12288e-39
1000	1.22653e-39
2000	2.28031e-39
3000	3.33409e-39
4000	4.38788e-39
5000	5.45891e-39
6000	6.49544e-39
7000	7.56648e-39
8000	8.63755e-39
9000	9.67404e-39
10000	1.07797e-38
